Year,Period,Branch,Branch Name,Parts Counter,Parts Shop,Parts Other,Service Customer,Service Warranty,Service Internal,Service Sublet,Service CSA,Service ACAP,Parts All,Service All
2025,2,114,Charlotte,499085.39,243322.1,107730.46,252282.26,27730,64364,12717.78,34855.5,5719.5,850137.95,400669.04
2025,2,117,Greenville,7106.33,44239.87,47296.9,120469,0,27504.75,1673.6,41887.5,0,98643.1,191534.85
2025,2,160,Asheville,278827.26,111904.57,61966.64,130658.72,11920,36617.25,0,28141.5,1906.5,452698.47,209243.97
2025,2,215,Columbia,197453.62,190326.33,75714.61,144028.3,39771.5,46357,4275.69,28585.5,2230.5,463494.56,265248.49
2025,2,216,Piedmont,132162.48,113750.82,52528.53,83690.88,6236.5,67896.5,27071.05,0,0,298441.83,184894.93
2025,2,218,Charleston,223831.13,39105.35,101074.48,113572.39,12250.5,61798.5,1587.11,6442,23053.5,364010.96,218704
2025,2,364,Macon,39738.88,28967.18,13409.29,30824.97,10271.5,9900.75,0,4818,772,82115.35,56587.22
2025,2,365,Savannah,170397.3,105155,76014.16,114501.24,37318.44,45885.25,6560.34,9644,12866.5,351566.46,226775.77
2025,2,367,Buford,228967.72,205825.82,220661.17,206320.06,28877.25,79939.5,8147.14,10169.5,30472,655454.71,363925.45
2025,2,520,Knoxville,96018.18,43272.44,16342.38,45580.5,4005.5,8961.5,731.56,705.5,2232,155633,62216.56
2025,2,536,Chattanooga,93943.59,20887.58,859.49,31976.1,3069,8471,0,0,0,115690.66,43516.1
2025,3,113,Raleigh,515011.92,132241.05,82461.25,209695.45,26641.5,62806.25,6533.57,15604,16461,729714.22,337741.77
2025,3,114,Charlotte,569457.22,217024.14,130894.08,268201.38,48921.58,75335,5340.5,51195,4045.5,917375.44,456788.96
2025,3,117,Greenville,11350.59,66042.94,118739.18,81887.31,7533,34460.25,5291.57,55440,4766,196132.71,189378.13
2025,3,160,Asheville,232194.2,111127.08,51167.13,137971.98,14887.5,37858.5,0,19895.75,418.5,394488.41,211032.23
2025,3,215,Columbia,184144.03,131764.71,272510.91,141423.2,79272.25,107168.25,2348.77,23597,27202.5,588419.65,381011.97
2025,3,216,Piedmont,224447.58,154344.74,123618.92,109064.25,15789,79304.5,4783.39,0,1505,502411.24,210446.14
2025,3,218,Charleston,178089.21,97781.61,59308.39,120474.5,28923.5,63966.5,11169.33,15182,1023,335179.21,240738.83
2025,3,364,Macon,90244.94,49166.89,6508.42,48586.24,2769.5,12064.75,0,5225,95.5,145920.25,68740.99
2025,3,365,Savannah,146537.73,65805.78,61042.01,103116,21812.75,23347,26877.28,5510.5,11781.5,273385.52,192445.03
2025,3,367,Buford,249382.16,161258.22,59207.17,243377.85,24107,36619.5,962.74,14394,4680,469847.55,324141.09
2025,3,520,Knoxville,133240.54,24329.04,22696.54,33397,5533.5,29802.5,2484.17,1978,2278.5,180266.12,75473.67
2025,3,536,Chattanooga,69768.7,27482.27,2676.1,45186.1,1953,4968,1170,581,558,99927.07,54416.1
2025,4,113,Raleigh,403274.46,182958.78,91297.81,240034.77,41960,63269,63244.41,7397.5,17158.5,677531.05,433064.18
2025,4,114,Charlotte,469299.6,275178.59,164775.53,270530.3,36971,107111.5,24202.24,31874.5,13764,909253.72,488203.54
2025,4,117,Greenville,12086.49,44203.72,66097.06,94805.5,1785.5,29478,394.77,46933.5,4336,122387.27,177733.27
2025,4,160,Asheville,282095.4,96101.42,70980.03,135112.97,19536,32047,0,23930,2511,449176.85,213136.97
2025,4,215,Columbia,240465.48,174474.45,128217.98,212805.42,26839.5,48584.25,29323.96,25397.5,10741.5,543157.91,353692.13
2025,4,216,Piedmont,104217.24,231342.55,85009.38,145981.25,13740.5,55968.25,6122.22,860,2976,420569.17,225648.22
2025,4,218,Charleston,280002.86,90976.32,49825.62,78867,12142.5,43141.5,4442.92,5967,372,420804.8,144932.92
2025,4,364,Macon,115895.51,29910.79,11725.53,86416,10072.75,27712.5,0,3129,3103.75,157531.83,130434
2025,4,365,Savannah,134565.67,101893.92,59081.27,90686,21422.25,28811.25,3624.06,10779.5,9550,295540.86,164873.06
2025,4,367,Buford,292475.21,174500.82,149836.6,188493.25,54215,60150,13139.49,3157,5928,616812.63,325082.74
2025,4,520,Knoxville,178574.09,36241.11,8613.38,40343.75,2604,20917,0,0,0,223428.58,63864.75
2025,4,536,Chattanooga,61071.45,13793.53,4881.42,23360.5,1302,11271.5,0,0,-93,79746.4,35841
2025,5,113,Raleigh,501701.44,267735.17,84340,287508.05,33162,49471.5,6127.61,27768,9625.5,853776.61,413662.66
2025,5,114,Charlotte,439444.48,289455.3,185567.95,214808.05,33349.5,121164.25,40752.31,36212.81,2743.5,914467.73,452780.42
2025,5,117,Greenville,4357.75,75469.09,80914.41,83970.25,2224,28413.25,644.92,60711,1686,160741.25,177649.42
2025,5,160,Asheville,219914.59,145091.89,70009.4,166594.11,6510,34769.24,0,20213.5,1162.5,435015.88,229249.35
2025,5,215,Columbia,277589.03,134458.93,112293.15,165626.57,50093.5,68995.25,8321.62,23128.75,13886.5,524341.11,330052.19
2025,5,216,Piedmont,141215.96,168236.27,45226.89,141270.25,10051,39991,10828.13,0,2975.5,354679.12,205115.88
2025,5,218,Charleston,254117.05,134755.47,114523.16,128756.5,21459,60339.5,4712.5,9393,744,503395.68,225404.5
2025,5,364,Macon,114111.89,37823.7,66174.63,38454.5,19091,26605,525,594,1957.75,218110.22,87227.25
2025,5,365,Savannah,145171.93,65646.79,58508.63,90956,12704.75,40872,6014.09,12817,9024.75,269327.35,172388.59
2025,5,367,Buford,218288.14,104911.92,12795.25,173908.09,23714,55212,1731.33,0,2496,335995.31,257061.42
2025,5,520,Knoxville,110278.36,41324.76,11873.69,47619.25,5812.5,13103,40.62,1903.5,1796.5,163476.81,70275.37
2025,5,536,Chattanooga,80007.85,45740.07,5859.9,44305.55,186,2852,114.77,2869.26,0,131607.82,50327.58
2025,6,113,Raleigh,402785.65,301964.64,58654.24,279661.13,29274,40161,5600.7,8151,5254.5,763404.53,368102.33
2025,6,114,Charlotte,448963.2,231265.66,134929.35,247207.61,37862.6,101810.5,26533.52,38174.5,5766,815158.21,461104.73
2025,6,117,Greenville,2639.18,36741.53,60216.29,58559.71,2479,23506.25,4155.5,47680,558,99597,136938.46
2025,6,160,Asheville,285124.86,119154.35,64650.54,123161.05,11671.5,54470.25,583.33,28471.5,4882.5,468929.75,223240.13
2025,6,215,Columbia,268616.69,111361.24,126179.5,178427.58,53245,60428.5,3180.48,25524.5,3952.5,506157.43,324758.56
2025,6,216,Piedmont,190368.69,114572.34,66250.02,103393.75,9994.16,85867,13940.21,516,7393.5,371191.05,221104.62
2025,6,218,Charleston,236451.46,127753.38,53998.29,111042.33,37427,55132.16,911.22,3566,11067,418203.13,219145.71
2025,6,364,Macon,94943.57,38321.57,39357.73,41714.75,13490.5,27419.5,0,4055,4679.5,172622.87,91359.25
2025,6,365,Savannah,152831.44,73875.89,61273.8,72030.25,13183.5,55312.5,2290.84,5368.5,8022,287981.13,156207.59
2025,6,367,Buford,199793.71,163000.15,48398.84,269234.64,43591.64,50459.25,13782.04,9331.5,2652,411192.7,389051.07
2025,6,520,Knoxville,105181.69,35000.4,7824.55,27104,9505.5,16357.25,1123.97,771,465,148006.64,55326.72
2025,6,536,Chattanooga,97920.08,20579.5,23430.03,18441,5719.5,5501,2648,0,4324.5,141929.61,36634
2025,7,113,Raleigh,526123.75,300445.7,99962.76,293464.57,32856.5,48422.5,10130.45,9349.5,8044.5,926532.21,402268.02
2025,7,114,Charlotte,537471.25,280703.01,175332.12,285245.87,34632.5,79064,29295.95,32962.5,1581,993506.38,464281.82
2025,7,117,Greenville,11497.24,73777.69,135423.54,82927.88,10674.5,34054.13,2073.39,60622,1785,220698.47,192136.9
2025,7,160,Asheville,267961.75,181333.24,38065.13,154276.65,13206,26353.25,0,12959.25,1209,487360.12,208004.15
2025,7,215,Columbia,236017.03,128408.08,135302.33,150572.34,58019,77129.5,2211.72,22145.5,6928.5,499727.44,317006.56
2025,7,216,Piedmont,138108.96,169973.48,65394.84,153803,18692,58577.25,13725.69,0,372,373477.28,245169.94
2025,7,218,Charleston,227267.75,85388.17,120864.51,117449.5,42487,50495,6243.11,6120,4743,433520.43,227537.61
2025,7,364,Macon,109456.2,86575.11,46246.77,67790.88,8595,24796.5,11582.52,3448,9693.25,242278.08,125906.15
2025,7,365,Savannah,270225.25,79311.34,50906.12,114200.75,20536.75,34862.5,7923.33,8029.75,12892.5,400442.71,198445.58
2025,7,367,Buford,232611.58,153772.97,50822.59,196607.54,34127.5,62840.75,8368.63,2696,9152,437207.14,313792.42
2025,7,520,Knoxville,70644.19,176176.07,34048.31,51269.25,1116,40373.26,155.83,1219.5,418.5,280868.57,94552.34
2025,7,536,Chattanooga,97228.66,26273.42,18348.76,28118.53,1441.5,6364,15625.19,0,232.5,141850.84,51781.72
2025,8,113,Raleigh,450220.82,238997.05,137269.63,253611.32,49949,59480.25,25542.21,418.5,9858,826487.5,398859.28
2025,8,114,Charlotte,505155.17,264188.88,189701.6,239705.47,38575.75,88072.5,9793.37,31840.25,13485,959045.65,424472.34
2025,8,117,Greenville,6989.52,53476.13,131123.9,51810.76,13228,53668.38,6704.6,53620.75,2139,191589.55,181171.49
2025,8,160,Asheville,258665.21,130696.07,90193.56,120982.84,11532,41099.25,0,19666,4417.5,479554.84,197697.59
2025,8,190,Corporate,0,0,0,0,0,0,0,0,0,0,0
2025,8,215,Columbia,216503.28,104352.34,100735.31,155292.63,54464,39874.25,3275.25,12898,9596.5,421590.93,275400.63
2025,8,216,Piedmont,132019.66,204527.69,73192.43,146350.75,8430,67977.5,27784.27,2241,5533.5,409739.78,258317.02
2025,8,218,Charleston,186318.55,176515.83,65054.48,147524.5,16763.75,28363.5,13399.61,5029,8509.5,427888.86,219589.86
2025,8,364,Macon,93023.41,86514.68,16307.24,70982.75,6622.5,15837.75,348.89,4803.5,3438,195845.33,102033.39
2025,8,365,Savannah,241562.44,86751.01,103367.81,83583.25,19076.5,55414.25,4582.96,9828,15280,431681.26,187764.96
2025,8,367,Buford,221713.62,160557.37,38465.25,203318.94,21832,40523.25,101.84,8406,2808,420736.24,276990.03
2025,8,520,Knoxville,102661.09,52518.95,11239.77,50781.5,1162.5,26617.25,395.45,499.75,1302,166419.81,80758.45
2025,8,536,Chattanooga,122370.38,33088.84,4815.68,35936.81,2173,8159,1836.46,0,0,160274.9,48105.27
2025,9,113,Raleigh,571197.06,206721.28,73996.08,213151.18,21836,91688,13099.95,9100,4836,851914.42,353711.13
2025,9,114,Charlotte,512251.71,253722.01,139191.16,275406.27,17809.5,58682.5,47689.62,27917,14880,905164.88,445384.89
2025,9,117,Greenville,12321.84,40005.44,145697.83,67535.19,24983.25,54646.75,2940.53,54896,2325,198025.11,207326.72
2025,9,160,Asheville,280085.39,114072,22354.44,130160.65,12322.5,33769.75,0,6153,372,416511.83,182777.9
2025,9,215,Columbia,181897.02,211707.43,73676.01,246873,34602,59735,8385.65,10084,4670,467280.46,364349.65
2025,9,216,Piedmont,200160.08,183531.52,141867.84,170691,42465,51360.75,10472.15,6887.75,-2129,525559.44,279747.65
2025,9,218,Charleston,225441.58,118972.99,34118.86,104881.5,23207,48014.33,497.01,3681,511.5,378533.43,180792.34
2025,9,364,Macon,59474.79,55555.69,14554.73,78068.8,6145,16328.5,17020.23,3120.5,3438,129585.21,124121.03
2025,9,365,Savannah,154447.17,102302.88,70973.34,110757.5,15566.5,34601.75,2754.9,3608.5,16521.5,327723.39,183810.65
2025,9,367,Buford,207946.22,183743.83,59841.24,214042.09,59672.5,58181,6454.96,3915.5,1144,451531.29,343410.05
2025,9,520,Knoxville,155889.03,19977.01,19996.95,35774.08,0,29210.55,6980.25,0,418.5,195862.99,72383.38
2025,9,536,Chattanooga,93812.39,14689.79,17086.7,43154.25,8556,4730,7068.91,1374.25,976.5,125588.88,65859.91
